নাম/পদবী,সম্ভাব্য ধর্ম
বুলবুল,মুসলমান
দিলিপ,হিন্দু
ইউনুছ,মুসলমান
হোছন,মুসলমান
হোসনারা,মুসলমান
সুরবালা,হিন্দু
লামারাই,আদিবাসী
সতনামী,হিন্দু
মূখার্জী,হিন্দু
শাহানুর,মুসলমান
ছানোয়ার,মুসলমান
আনজুয়ারা,মুসলমান-দুর্বল
ফজল,মুসলমান
মজিবুর,মুসলমান-দুর্বল
মেথরানী,হিন্দু
পঃলং,আদিবাসী
আমবিয়া,মুসলমান-দুর্বল
শাহাজাহান,মুসলমান
লিন্ডা,খ্রিস্টান
কাওছার,মুসলমান
আকরাম,মুসলমান
মহারানী,হিন্দু
বিরেন,আদিবাসী
আলাল,মুসলমান
বছিরন,মুসলমান
মেহেরুন্নেছা,মুসলমান
কৃষ্ণা,হিন্দু
ইদ্রিস,মুসলমান
লালবানু,মুসলমান
মনজিলা,মুসলমান
জয়মালা,হিন্দু
আনিছ,মুসলমান
খোশেদা,মুসলমান
শাহাজান,মুসলমান
আনেছা,মুসলমান
হাফিজুল,মুসলমান
শাহজালাল,মুসলমান
মনিজা,মুসলমান
রঞ্জনা,হিন্দু
নাজমিন,মুসলমান
মঞ্জুরা,মুসলমান
লক্ষি,হিন্দু
দিলরুবা,মুসলমান
রুকসানা,মুসলমান
সাকিল,মুসলমান
লামিয়া,মুসলমান-দুর্বল
নুরেজা,মুসলমান-দুর্বল
আফরুজা,মুসলমান
পরমান্য,হিন্দু
সুইপার,হিন্দু
ছমিরন,মুসলমান
হাবিয়া,মুসলমান-দুর্বল
মনজু,মুসলমান
ইয়াকুব,মুসলমান
নাইম,মুসলমান
সাহিনুর,মুসলমান-দুর্বল
নুরনবী,মুসলমান-দুর্বল
খোতেজা,মুসলমান
দেশোয়ারা,মুসলমান-দুর্বল
তেওয়ারী,হিন্দু
ছখিনা,মুসলমান
ভট্ট,হিন্দু
পারবিন,মুসলমান
কাসেম,মুসলমান
ছোবাহান,মুসলমান
কাজুলী,মুসলমান
ধানোয়ার,আদিবাসী
দাস্যা,হিন্দু
নিয়াং,আদিবাসী
আতিওয়ারা,মুসলমান-দুর্বল
নুরু,মুসলমান
খ্যাং,আদিবাসী
মমিরন,মুসলমান
তাংসং,আদিবাসী
মফিজুল,মুসলমান
নিরাঞ্জন,হিন্দু
চক্রবতির,হিন্দু
আবছার,মুসলমান
সেরাজুল,মুসলমান
মাই,আদিবাসী
ভট্টচার্য্য,হিন্দু
আংঙ্গরা,আদিবাসী
সাহানারা,মুসলমান
মঞ্জুয়ারা,মুসলমান
জয়ন্তি,হিন্দু
মায়ারানী,হিন্দু
বলরাম,হিন্দু
জমিরন,মুসলমান
জেংচাম,আদিবাসী
জয়মনি,হিন্দু
কংওয়াং,আদিবাসী
চন্দ্রবান,হিন্দু
ছামিনা,মুসলমান
তংপেয়ার,আদিবাসী
মুখার্জ্জী,হিন্দু
সবুরা,মুসলমান-দুর্বল
হোসনেআরা,মুসলমান
মুশের্দা,মুসলমান
হরিদাসী,হিন্দু
ইউনুস,মুসলমান
রনজিৎ,হিন্দু
মোস্তাকিম,মুসলমান
তঞ্চঁঙ্গ্যা,আদিবাসী
আলেমা,মুসলমান
সুচিয়াং,আদিবাসী
ছলেমান,মুসলমান
ইসরাফিল,মুসলমান
মনজুরা,মুসলমান
আলতাফ,মুসলমান
মাজির্য়া,মুসলমান
সরবানু,মুসলমান
তংঞ্চগ্যা,আদিবাসী
মুৎসুদ্দি,হিন্দু
নমদাস,হিন্দু
একরামুল,মুসলমান
মাহাবুল,মুসলমান
সোলাইমান,মুসলমান
সানোয়ারা,মুসলমান-দুর্বল
মোমিন,মুসলমান
স্বরস্বতী,হিন্দু
গোলবাহার,মুসলমান
